,name,state_name,early_career_pay,make_world_better_percent,stem_percent,year,total_price,net_cost,tuition_higher_than_national_average,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,Total Minority,total_enrollment
390,Rhodes College,Tennessee,51900.0,46.0,25.0,2017,61538.0,21929.130254,0,0,0,11403.0,47890.0,59293.0,47890.0,59293.0,402.0,2054.0
391,Rice University,Texas,71000.0,50.0,45.0,2017,63158.0,17897.514875400004,0,0,0,14000.0,47350.0,61350.0,47350.0,61350.0,2421.0,6621.0
392,Rider University,New-Jersey,51600.0,47.0,5.0,2017,57090.0,28502.355734,1,0,0,14700.0,41310.0,56010.0,41310.0,56010.0,1426.0,5294.0
393,Ripon College,Wisconsin,46300.0,60.0,26.0,2017,51638.0,18732.725004,0,0,0,8400.0,43808.0,52208.0,43808.0,52208.0,88.0,840.0
394,Roanoke College,Virginia,48500.0,53.0,18.0,2017,59611.0,26721.246529999997,1,0,0,13690.0,44030.0,57720.0,44030.0,57720.0,310.0,2050.0
395,Rockhurst University,Missouri,54000.0,59.0,11.0,2017,53061.0,22128.53634,0,0,0,10200.0,37590.0,47790.0,37590.0,47790.0,467.0,3002.0
396,Rocky Mountain College,Montana,46000.0,59.0,12.0,2017,40345.5,20271.379882,0,0,0,8330.0,28512.0,36842.0,28512.0,36842.0,153.0,1007.0
397,Roger Williams University,Rhode-Island,52900.0,48.0,12.0,2017,47108.0,34703.554698,1,0,0,15890.0,34522.0,50412.0,34522.0,50412.0,511.0,4884.0
398,Rogers State University,Oklahoma,41400.0,48.0,11.0,2017,22263.0,15961.138808,0,1,0,8616.0,6870.0,15486.0,15210.0,23826.0,1547.0,4030.0
399,Rollins College,Florida,49000.0,53.0,7.0,2017,66410.0,30115.893458,1,0,0,14735.0,49760.0,64495.0,49760.0,64495.0,881.0,3207.0
400,Rose-Hulman Institute of Technology,Indiana,75000.0,51.0,96.0,2017,65031.0,36001.722606,1,0,0,14766.0,49871.0,64637.0,49871.0,64637.0,302.0,2388.0
401,Rowan University,New-Jersey,51100.0,43.0,21.0,2017,31022.0,23032.490764,0,1,0,12552.0,13697.0,26249.0,22339.0,34891.0,3822.0,14778.0
402,Rust College,Mississippi,34800.0,76.0,32.0,2017,16850.0,6669.484472599999,0,0,0,4300.0,9900.0,14200.0,9900.0,14200.0,926.0,963.0
403,Sacred Heart University,Connecticut,55000.0,46.0,15.0,2017,56536.0,39644.20919,1,0,0,15310.0,41420.0,56730.0,41420.0,56730.0,1146.0,7781.0
404,Saginaw Valley State University,Michigan,46400.0,54.0,12.0,2017,22927.5,15090.167914,0,1,0,10186.0,10308.0,20494.0,24215.0,34401.0,1556.0,9829.0
405,Saint Anselm College,New-Hampshire,56400.0,59.0,11.0,2017,54773.0,26390.860924,0,0,0,14500.0,41200.0,55700.0,41200.0,55700.0,144.0,1968.0
406,Saint Joseph's College of Maine,Maine,46900.0,60.0,2.0,2017,48250.0,25021.299128000002,0,0,0,13680.0,35650.0,49330.0,35650.0,49330.0,212.0,2933.0
407,Saint Louis University,Missouri,54200.0,56.0,13.0,2017,57214.0,24722.731796,0,0,0,12290.0,43884.0,56174.0,43884.0,56174.0,3481.0,17052.0
408,Saint Martin's University,Washington,53200.0,60.0,29.0,2017,49851.0,21800.06348,0,0,0,11445.0,37356.0,48801.0,37356.0,48801.0,540.0,1801.0
409,Saint Mary's College of California,California,59900.0,51.0,5.0,2017,65302.5,31136.449402,1,0,0,15370.0,47280.0,62650.0,47280.0,62650.0,1802.0,4112.0
410,Saint Michael's College,Vermont,52900.0,40.0,18.0,2017,57560.0,27564.031377999996,1,0,0,12220.0,45375.0,57595.0,45375.0,57595.0,241.0,2618.0
411,Saint Peter's University,New-Jersey,52900.0,35.0,14.0,2017,50919.0,15645.177594000003,0,0,0,15414.0,37486.0,52900.0,37486.0,52900.0,2099.0,3302.0
412,Saint Xavier University,Illinois,49400.0,60.0,10.0,2017,46444.0,15681.12649,0,0,0,11340.0,33880.0,45220.0,33880.0,45220.0,1785.0,4073.0
413,Salisbury University,Maryland,50400.0,51.0,12.0,2017,25062.0,17938.283178,0,1,0,11950.0,9824.0,21774.0,19526.0,31476.0,2002.0,8770.0
414,Salve Regina University,Rhode-Island,53000.0,50.0,6.0,2017,55116.0,26744.162485999997,1,0,0,14500.0,40550.0,55050.0,40550.0,55050.0,325.0,2739.0
415,Samford University,Alabama,48400.0,52.0,3.0,2017,46532.0,28300.943514000002,1,0,0,10550.0,31650.0,42200.0,31650.0,42200.0,738.0,4933.0
416,San Jose State University,California,63000.0,53.0,28.0,2017,27655.5,16522.094972,0,1,0,16442.0,7796.0,24238.0,17300.0,33742.0,20662.0,32713.0
417,Santa Clara University,California,69900.0,44.0,29.0,2017,69341.5,28929.131151999998,1,0,0,14910.0,51711.0,66621.0,51711.0,66621.0,3428.0,9015.0
418,Savannah College of Art and Design,Georgia,46800.0,34.0,3.0,2017,54662.0,41173.251758,1,0,0,14550.0,36630.0,51180.0,36630.0,51180.0,2744.0,11347.0
419,Seattle Pacific University,Washington,53600.0,52.0,9.0,2017,56485.0,29975.463209999998,1,0,0,11796.0,42939.0,54735.0,42939.0,54735.0,1238.0,4217.0
420,Seattle University,Washington,60600.0,59.0,12.0,2017,59607.0,33112.211796,1,0,0,12288.0,44610.0,56898.0,44610.0,56898.0,2379.0,7273.0
421,Seton Hall University,New-Jersey,57100.0,45.0,8.0,2017,57690.0,27224.524364,1,0,0,15800.0,42470.0,58270.0,42470.0,58270.0,3379.0,9627.0
422,Shenandoah University,Virginia,48700.0,57.0,7.0,2017,46200.0,27588.96503,1,0,0,10370.0,32530.0,42900.0,32530.0,42900.0,927.0,3693.0
423,Shepherd University,West-Virginia,47100.0,48.0,12.0,2017,21804.5,10565.1172102,0,1,0,10500.0,7548.0,18048.0,18048.0,28548.0,570.0,4041.0
424,Shorter University,Georgia,45600.0,55.0,6.0,2017,37185.5,19671.0,0,0,0,9400.0,22370.0,31770.0,22370.0,31770.0,460.0,1566.0
425,Sierra Nevada College,Nevada,54000.0,39.0,2.0,2017,49003.0,40378.921626,1,0,0,13357.0,34241.0,47598.0,34241.0,47598.0,137.0,1039.0
426,Smith College,Massachusetts,52700.0,51.0,26.0,2017,65122.5,19731.7312086,0,0,0,17520.0,52404.0,69924.0,52404.0,69924.0,908.0,2989.0
427,South Carolina State University,South-Carolina,44500.0,71.0,16.0,2017,30240.0,23736.401768,0,1,0,9890.0,11060.0,20950.0,21750.0,31640.0,3174.0,3331.0
428,South Dakota School of Mines and Technology,South-Dakota,66500.0,58.0,92.0,2017,25295.0,18671.598152,0,1,0,8440.0,9779.0,18219.0,14021.0,22461.0,355.0,2798.0
429,South Dakota State University,South-Dakota,50500.0,58.0,18.0,2017,24005.0,15847.864468,0,1,0,7896.0,8764.0,16660.0,12128.0,20024.0,1005.0,12543.0
430,Southeast Missouri State University,Missouri,43700.0,52.0,9.0,2017,21004.0,13197.591953399999,0,1,0,8935.0,7418.0,16353.0,13155.0,22090.0,1401.0,12087.0
431,Southeastern Louisiana University,Louisiana,46700.0,51.0,8.0,2017,22170.0,13908.443729999999,0,1,0,8420.0,8165.0,16585.0,20643.0,29063.0,3975.0,14487.0
432,Southeastern Oklahoma State University,Oklahoma,45000.0,53.0,15.0,2017,17337.0,10134.0571032,0,1,0,6970.0,6750.0,13720.0,15390.0,22360.0,1626.0,3878.0
433,Southern Adventist University,Tennessee,47500.0,67.0,9.0,2017,34325.0,21140.483104,0,0,0,6940.0,21950.0,28890.0,21950.0,28890.0,1349.0,3175.0
434,Southern Connecticut State University,Connecticut,48500.0,51.0,6.0,2017,25839.0,17977.498772,0,1,0,12860.0,10875.0,23735.0,22115.0,34975.0,3175.0,10825.0
435,Southern Methodist University,Texas,59700.0,46.0,22.0,2017,68503.0,29482.302044,1,0,0,16845.0,54493.0,71338.0,54493.0,71338.0,2849.0,11272.0
436,Southern Nazarene University,Oklahoma,46100.0,62.0,5.0,2017,36020.0,21021.855866,0,0,0,8496.0,25188.0,33684.0,25188.0,33684.0,678.0,2254.0
437,Southern New Hampshire University,New-Hampshire,47400.0,49.0,8.0,2017,50351.0,39580.88763,1,0,0,13120.0,31136.0,44256.0,31136.0,44256.0,3964.0,43274.0
438,Southern Oregon University,Oregon,46000.0,54.0,6.0,2017,24813.0,10187.9182134,0,1,0,13199.0,9654.0,22853.0,25584.0,38783.0,1088.0,5954.0
439,Southern University at New Orleans,Louisiana,40100.0,76.0,13.0,2017,20973.5,10083.862653799999,0,1,0,9040.0,9371.0,18411.0,11160.0,20200.0,1797.0,2103.0
440,Southern Vermont College,Vermont,42900.0,63.0,17.0,2017,37775.0,22485.2,0,0,0,11000.0,25511.0,36511.0,25511.0,36511.0,117.0,457.0
441,Southern Wesleyan University,South-Carolina,42900.0,52.0,5.0,2017,35312.5,16651.698892,0,0,0,9030.0,25476.0,34506.0,25476.0,34506.0,581.0,1778.0
442,Southwestern Oklahoma State University,Oklahoma,47900.0,58.0,5.0,2017,19739.0,12380.968624199999,0,1,0,5830.0,7035.0,12865.0,13935.0,19765.0,1335.0,4994.0
443,Spalding University,Kentucky,44800.0,71.0,0.0,2017,38288.0,21850.960154,0,0,0,7600.0,24500.0,32100.0,24500.0,32100.0,588.0,2311.0
444,Spelman College,Georgia,50200.0,52.0,24.0,2017,51642.0,45268.343001999994,1,0,0,13865.0,29314.0,43179.0,29314.0,43179.0,1925.0,2135.0
445,Spring Hill College,Alabama,46600.0,53.0,12.0,2017,55881.0,21039.075732,0,0,0,13462.0,39464.0,52926.0,39464.0,52926.0,359.0,1376.0
446,St. Mary's University,Texas,52900.0,61.0,17.0,2017,41045.0,19676.89704,0,0,0,10270.0,30650.0,40920.0,30650.0,40920.0,2338.0,3712.0
447,Stanford University,California,79000.0,56.0,51.0,2017,69109.0,11681.468489800001,0,0,0,15763.0,51354.0,67117.0,51354.0,67117.0,6282.0,16963.0
448,Stephens College,Missouri,42800.0,47.0,6.0,2017,44138.0,24277.559832,0,0,0,10632.0,30950.0,41582.0,30950.0,41582.0,215.0,862.0
449,Stetson University,Florida,47000.0,44.0,7.0,2017,61374.0,27521.257484,1,0,0,13052.0,46030.0,59082.0,46030.0,59082.0,1087.0,4137.0
450,Stevens Institute of Technology,New-Jersey,75100.0,47.0,79.0,2017,67494.0,32747.834554,1,0,0,15244.0,52202.0,67446.0,52202.0,67446.0,858.0,6125.0
451,Stevenson University,Maryland,50400.0,51.0,15.0,2017,49932.0,27458.611634,1,0,0,13130.0,36182.0,49312.0,36182.0,49312.0,1721.0,4322.0
452,Stockton University,New-Jersey,47400.0,49.0,16.0,2017,30692.5,19607.394964,0,1,0,12282.0,13739.0,26021.0,20866.0,33148.0,2080.0,8570.0
453,Stonehill College,Massachusetts,55900.0,42.0,18.0,2017,55699.0,28312.378654,1,0,0,16000.0,42746.0,58746.0,42746.0,58746.0,296.0,2284.0
454,Swarthmore College,Pennsylvania,67500.0,44.0,45.0,2017,68846.0,19711.873255000002,0,0,0,15474.0,52588.0,68062.0,52588.0,68062.0,671.0,1542.0
455,Tabor College,Kansas,43300.0,62.0,7.0,2017,43310.5,23458.880648,0,0,0,9850.0,28245.0,38095.0,28245.0,38095.0,182.0,766.0
456,Taylor University,Indiana,48700.0,59.0,16.0,2017,44405.5,23351.767676,0,0,0,9614.0,34114.0,43728.0,34114.0,43728.0,209.0,2146.0
457,Tennessee State University,Tennessee,47200.0,68.0,14.0,2017,20998.5,12957.516442,0,1,0,7806.0,8008.0,15814.0,21364.0,29170.0,6243.0,9027.0
458,Tennessee Technological University,Tennessee,53100.0,48.0,28.0,2017,26513.0,15808.269949999998,0,1,0,9736.0,9103.0,18839.0,25759.0,35495.0,1086.0,11339.0
459,Texas Christian University,Texas,56000.0,51.0,9.0,2017,62970.0,32397.345878,1,0,0,12804.0,46950.0,59754.0,46950.0,59754.0,1981.0,10033.0
460,Texas Tech University,Texas,56800.0,54.0,22.0,2017,23633.0,17220.24078,0,1,0,9530.0,11045.0,20575.0,23495.0,33025.0,11141.0,35158.0
461,Thomas Edison State University,New-Jersey,52500.0,54.0,0.0,2017,14670.0,0.0,0,1,0,10984.052459016393,7519.0,7519.0,9967.0,9967.0,6422.0,21495.0
462,Thomas More College,Kentucky,50000.0,56.0,8.0,2017,41499.0,18909.713334,0,0,0,7950.0,31120.0,39070.0,31120.0,39070.0,179.0,1655.0
463,Thomas More College of Liberal Arts,New-Hampshire,48900.0,53.8780487804878,0.0,2017,31150.0,17110.037151999997,0,0,0,9700.0,21600.0,31300.0,21600.0,31300.0,5.0,93.0
464,Tougaloo College,Mississippi,36900.0,69.0,18.0,2017,22840.0,16509.6569828,0,0,0,6643.0,10790.0,17433.0,10790.0,17433.0,892.0,900.0
465,Towson University,Maryland,51200.0,47.0,15.0,2017,26308.0,17286.482571200002,0,1,0,13034.0,9940.0,22974.0,23208.0,36242.0,6573.0,22285.0
466,Transylvania University,Kentucky,47900.0,51.0,25.0,2017,50550.0,24569.227096,0,0,0,10460.0,38750.0,49210.0,38750.0,49210.0,129.0,1014.0
467,Trevecca Nazarene University,Tennessee,45300.0,65.0,5.0,2017,39498.0,18922.927526,0,0,0,8400.0,25598.0,33998.0,25598.0,33998.0,555.0,2606.0
468,Trine University,Indiana,55100.0,56.0,26.0,2017,48075.0,22670.860984,0,0,0,10810.0,32175.0,42985.0,32175.0,42985.0,372.0,2831.0
469,Trinity University,Texas,54900.0,46.0,27.0,2017,55392.0,21167.044631999997,0,0,0,13464.0,42976.0,56440.0,42976.0,56440.0,811.0,2432.0
470,Troy University,Alabama,44500.0,60.0,8.0,2017,20444.0,16255.227885999999,0,1,0,8185.0,12460.0,20645.0,22875.0,31060.0,8294.0,19041.0
471,Truman State University,Missouri,47900.0,48.0,16.0,2017,21094.0,12026.437936600001,0,1,0,8780.0,7729.0,16509.0,14581.0,23361.0,677.0,6248.0
472,Tufts University,Massachusetts,65200.0,49.0,25.0,2017,70600.0,24114.1604338,0,0,0,14560.0,56382.0,70942.0,56382.0,70942.0,2740.0,10907.0
473,Tuskegee University,Alabama,54500.0,61.0,30.0,2017,39710.0,28686.133466,1,0,0,9650.0,22170.0,31820.0,22170.0,31820.0,2405.0,3103.0
474,University of Alabama at Birmingham,Alabama,48600.0,57.0,17.0,2017,26096.0,18276.300432,0,1,0,6400.0,10710.0,17110.0,24630.0,31030.0,5993.0,18698.0
475,University of Arizona,Arizona,56100.0,51.0,23.0,2017,29227.0,16012.219426,0,1,0,12550.0,12487.0,25037.0,36386.0,48936.0,15419.0,42236.0
476,University of Arkansas at Little Rock,Arkansas,45600.0,55.0,13.0,2017,23861.5,14935.136162,0,1,0,8930.0,8966.0,17896.0,21206.0,30136.0,4465.0,11645.0
477,University of Arkansas at Monticello,Arkansas,43500.0,61.0,2.0,2017,19587.0,11129.3055152,0,1,0,6824.0,7696.0,14520.0,13546.0,20370.0,1298.0,3854.0
478,University of Arkansas at Pine Bluff,Arkansas,40500.0,67.0,22.0,2017,18464.0,11554.58066,0,1,0,7881.0,7842.0,15723.0,14094.0,21975.0,2355.0,2513.0
479,University of Baltimore,Maryland,51000.0,56.0,2.0,2017,28774.0,8361.857858,0,1,0,10984.052459016393,8958.0,8958.0,21076.0,21076.0,3376.0,6422.0
480,University of Bridgeport,Connecticut,49900.0,59.0,31.0,2017,53493.0,23695.497198,0,0,0,13860.0,32850.0,46710.0,32850.0,46710.0,2205.0,5191.0
481,University of Central Arkansas,Arkansas,44900.0,52.0,8.0,2017,21759.0,15385.348304,0,1,0,6854.0,8751.0,15605.0,15274.0,22128.0,3066.0,11698.0
482,University of Central Florida,Florida,49700.0,50.0,16.0,2017,22254.0,15833.4,0,1,0,9617.0,6368.0,15985.0,22467.0,32084.0,24941.0,60767.0
483,University of Central Missouri,Missouri,46900.0,54.0,45.0,2017,19564.0,14917.703707999997,0,1,0,8766.0,7673.0,16439.0,14442.0,23208.0,1634.0,13379.0
484,University of Central Oklahoma,Oklahoma,45300.0,56.0,8.0,2017,25406.0,15883.602984000001,0,1,0,7970.0,7488.0,15458.0,18376.0,26346.0,5242.0,16840.0
485,University of Charleston,West-Virginia,44600.0,51.0,4.0,2017,43850.0,14595.839632,0,0,0,9180.0,30900.0,40080.0,30900.0,40080.0,362.0,2111.0
486,University of Chicago,Illinois,64000.0,41.0,22.0,2017,75735.0,13621.4058754,0,0,0,16350.0,58230.0,74580.0,58230.0,74580.0,3862.0,15097.0
487,University of Connecticut,Connecticut,59100.0,48.0,24.0,2017,31044.0,19121.41532,0,1,0,12874.0,15730.0,28604.0,38098.0,50972.0,6255.0,26541.0
488,University of Dallas,Texas,53000.0,49.0,16.0,2017,53146.0,22234.096162,0,0,0,12400.0,40652.0,53052.0,40652.0,53052.0,848.0,2548.0
489,University of Dayton,Ohio,57400.0,44.0,33.0,2017,57680.0,31012.13241,1,0,0,13580.0,42900.0,56480.0,42900.0,56480.0,1021.0,11343.0
490,University of Delaware,Delaware,58600.0,43.0,22.0,2017,27792.0,16061.891726000002,0,1,0,12862.0,13680.0,26542.0,34310.0,47172.0,4325.0,22680.0
491,University of Denver,Colorado,55700.0,48.0,12.0,2017,65376.0,29543.649234,1,0,0,13005.0,50556.0,63561.0,50556.0,63561.0,2213.0,11809.0
492,University of Detroit Mercy,Michigan,51800.0,57.0,13.0,2017,58265.0,20449.119074,0,0,0,9496.0,28000.0,37496.0,28000.0,37496.0,1024.0,4945.0
493,University of Dubuque,Iowa,44200.0,48.0,7.0,2017,42265.0,23272.476142,0,0,0,9930.0,34110.0,44040.0,34110.0,44040.0,484.0,2121.0
494,University of Evansville,Indiana,50300.0,54.0,17.0,2017,50868.0,20765.19639,0,0,0,12460.0,36416.0,48876.0,36416.0,48876.0,234.0,2567.0
495,University of Florida,Florida,55800.0,52.0,29.0,2017,21131.0,9831.7667686,0,1,0,10120.0,6381.0,16501.0,28658.0,38778.0,16264.0,49459.0
496,University of Georgia,Georgia,54400.0,45.0,14.0,2017,25622.0,14531.871795999998,0,1,0,10038.0,11830.0,21868.0,30404.0,40442.0,8427.0,35197.0
497,University of Hartford,Connecticut,55200.0,53.0,15.0,2017,54874.0,30658.046406,1,0,0,12476.0,40694.0,53170.0,40694.0,53170.0,1876.0,6817.0
498,University of Hawaii at Hilo,Hawaii,44000.0,59.0,14.0,2017,26500.0,15775.19598,0,1,0,11406.0,7720.0,19126.0,20680.0,32086.0,2849.0,3924.0
499,University of Houston,Texas,56000.0,50.0,24.0,2017,26263.5,17369.02636,0,1,0,10270.0,12506.0,22776.0,27956.0,38226.0,24647.0,40914.0
500,University of Houston-Clear Lake,Texas,50700.0,48.0,29.0,2017,23918.0,15720.3702104,0,1,0,10984.052459016393,8500.0,8500.0,24731.0,24731.0,3964.0,8665.0
501,University of Idaho,Idaho,52300.0,54.0,22.0,2017,21300.0,15443.531975999998,0,1,0,8880.0,7864.0,16744.0,25500.0,34380.0,1739.0,11702.0
502,University of Illinois at Chicago,Illinois,56300.0,48.0,31.0,2017,30147.0,16822.140612,0,1,0,12074.0,13764.0,25838.0,26980.0,39054.0,13568.0,27969.0
503,University of Illinois at Urbana-Champaign,Illinois,62600.0,44.0,36.0,2017,30082.0,17576.317043199997,0,1,0,11308.0,15094.0,26402.0,31664.0,42972.0,12826.0,45140.0
504,University of Indianapolis,Indiana,47300.0,55.0,5.0,2017,43005.0,21353.476672,0,0,0,10288.0,29688.0,39976.0,29688.0,39976.0,875.0,5442.0
505,University of Iowa,Iowa,54100.0,48.0,16.0,2017,22265.0,14439.749732,0,1,0,11172.0,9267.0,20439.0,31233.0,42405.0,4345.0,29970.0
506,University of Jamestown,North-Dakota,47600.0,64.0,11.0,2017,33008.0,18163.889799999997,0,0,0,7570.0,21976.0,29546.0,21976.0,29546.0,117.0,970.0
507,University of Kansas,Kansas,53000.0,52.0,16.0,2017,25306.0,18059.541844,0,1,0,10350.0,11148.0,21498.0,27358.0,37708.0,5028.0,27180.0
508,University of Kentucky,Kentucky,51700.0,48.0,19.0,2017,29530.0,19603.699013999998,0,1,0,12982.0,12245.0,25227.0,29099.0,42081.0,4678.0,29203.0
509,University of Louisiana at Lafayette,Louisiana,48200.0,52.0,19.0,2017,24793.5,13769.829806,0,1,0,8516.0,10616.0,19132.0,24344.0,32860.0,4669.0,17195.0
510,University of Louisiana at Monroe,Louisiana,48500.0,65.0,7.0,2017,21987.5,12186.290248000001,0,1,0,7850.0,8734.0,16584.0,20834.0,28684.0,2518.0,8517.0
511,University of Louisville,Kentucky,49500.0,50.0,18.0,2017,26738.0,17053.979484,0,1,0,9226.0,11656.0,20882.0,27278.0,36504.0,4641.0,21561.0
512,University of Maine,Maine,52000.0,50.0,24.0,2017,24238.0,16671.808052,0,1,0,10418.0,11170.0,21588.0,30970.0,41388.0,993.0,11286.0
513,University of Maine at Augusta,Maine,41600.0,61.0,7.0,2017,19808.0,13641.527601999998,0,1,0,10984.052459016393,7988.0,7988.0,17918.0,17918.0,325.0,4664.0
514,University of Maine at Farmington,Maine,41100.0,64.0,5.0,2017,22546.0,15170.677194,0,1,0,9726.0,9666.0,19392.0,19778.0,29504.0,130.0,1960.0
515,University of Maine at Fort Kent,Maine,43500.0,73.0,5.0,2017,19170.0,13208.2696868,0,1,0,8220.0,8115.0,16335.0,12315.0,20535.0,96.0,1327.0
516,University of Maine at Machias,Maine,37100.0,47.0,13.0,2017,18822.0,10403.656964999998,0,1,0,8486.0,7840.0,16326.0,15100.0,23586.0,87.0,810.0
517,University of Maine at Presque Isle,Maine,39000.0,58.0,6.0,2017,18342.0,11338.8341736,0,1,0,8406.0,8035.0,16441.0,12235.0,20641.0,85.0,1138.0
518,University of Mary,North-Dakota,46400.0,64.0,3.0,2017,29224.0,17007.41967,0,0,0,6890.0,18720.0,25610.0,18720.0,25610.0,290.0,2809.0
519,University of Memphis,Tennessee,47200.0,55.0,12.0,2017,24660.0,15499.37798,0,1,0,9975.0,9701.0,19676.0,21413.0,31388.0,9226.0,21059.0
520,University of Miami,Florida,56200.0,48.0,22.0,2017,67904.0,25431.588553999998,0,0,0,14108.0,50226.0,64334.0,50226.0,64334.0,6101.0,16674.0
521,University of Mississippi,Mississippi,48500.0,55.0,12.0,2017,24822.0,15903.072441999999,0,1,0,10696.0,8660.0,19356.0,24614.0,35310.0,4775.0,22503.0
522,University of Mobile,Alabama,40600.0,77.0,7.0,2017,38041.0,19763.380368000002,0,0,0,9600.0,22820.0,32420.0,22820.0,32420.0,473.0,1600.0
523,University of Montevallo,Alabama,38900.0,49.0,7.0,2017,25630.0,17733.886835999998,0,1,0,9330.0,12760.0,22090.0,25780.0,35110.0,632.0,3070.0
524,University of Mount Union,Ohio,48300.0,41.0,19.0,2017,39667.5,22054.930824,0,0,0,10200.0,31260.0,41460.0,31260.0,41460.0,267.0,2262.0
525,University of New England,Maine,50100.0,69.0,7.0,2017,52770.0,32046.039902,1,0,0,13990.0,37620.0,51610.0,37620.0,51610.0,908.0,6429.0
526,University of New Hampshire at Manchester,New-Hampshire,51900.0,50.0,32.0,2017,33989.0,17020.07709,0,1,0,10984.052459016393,15265.0,15265.0,30635.0,30635.0,82.0,850.0
527,University of New Haven,Connecticut,52100.0,52.0,25.0,2017,54925.0,33102.980532,1,0,0,15900.0,39270.0,55170.0,39270.0,55170.0,1475.0,6811.0
528,University of New Orleans,Louisiana,49900.0,55.0,23.0,2017,23364.0,12621.90506,0,1,0,10575.0,9054.0,19629.0,13890.0,24465.0,3196.0,9234.0
529,University of North Alabama,Alabama,43000.0,61.0,6.0,2017,20264.0,13133.433974,0,1,0,9200.0,10370.0,19570.0,18680.0,27880.0,1383.0,6841.0
530,University of North Carolina School of the Arts,North-Carolina,46400.0,44.0,0.0,2017,21934.0,14274.1363914,0,1,0,9021.0,9358.0,18379.0,25501.0,34522.0,203.0,958.0
531,University of North Carolina at Chapel Hill,North-Carolina,55000.0,49.0,19.0,2017,25569.0,13490.220008799999,0,1,0,11190.0,8987.0,20177.0,35170.0,46360.0,8138.0,29135.0
