,name,state_name,early_career_pay,make_world_better_percent,stem_percent,year,total_price,net_cost,tuition_higher_than_national_average,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,Total Minority,total_enrollment
60,Calvin College,Michigan,50200.0,54.0,23.0,2017,46790.0,24402.116764,0,0,0,10200.0,34600.0,44800.0,34600.0,44800.0,523.0,3993.0
61,Cameron University,Oklahoma,43900.0,54.0,14.0,2017,17860.5,10841.246312,0,1,0,5452.0,6450.0,11902.0,15870.0,21322.0,2357.0,5537.0
62,Campbell University,North-Carolina,46300.0,56.0,8.0,2017,47940.0,24594.945054,0,0,0,11430.0,32500.0,43930.0,32500.0,43930.0,1643.0,6101.0
63,Campbellsville University,Kentucky,37600.0,50.0,7.0,2017,39171.0,20887.626452,0,0,0,8000.0,25400.0,33400.0,25400.0,33400.0,499.0,3427.0
64,Cardinal Stritch University,Wisconsin,47000.0,51.0,2.0,2017,42023.5,17672.195207999997,0,0,0,8440.0,29998.0,38438.0,29998.0,38438.0,1308.0,3811.0
65,Carleton College,Minnesota,58800.0,47.0,45.0,2017,68835.0,21621.374762,0,0,0,14085.0,54759.0,68844.0,54759.0,68844.0,491.0,2057.0
66,Carnegie Mellon University,Pennsylvania,75900.0,45.0,66.0,2017,70094.0,25105.777704,0,0,0,14418.0,55465.0,69883.0,55465.0,69883.0,3392.0,12587.0
67,Carroll College,Montana,48200.0,55.0,25.0,2017,48538.0,24888.957684,0,0,0,9880.0,35486.0,45366.0,35486.0,45366.0,148.0,1440.0
68,Carroll University,Wisconsin,45600.0,49.0,14.0,2017,44001.0,22081.551052000003,0,0,0,9484.0,31918.0,41402.0,31918.0,41402.0,416.0,3446.0
69,Carson-Newman University,Tennessee,42700.0,61.0,5.0,2017,40128.0,19269.247484,0,0,0,8810.0,27900.0,36710.0,27900.0,36710.0,203.0,2362.0
70,Carthage College,Wisconsin,48900.0,48.0,17.0,2017,57250.0,26746.191298,1,0,0,11990.0,43550.0,55540.0,43550.0,55540.0,402.0,2948.0
71,Case Western Reserve University,Ohio,66600.0,44.0,37.0,2017,65384.0,30851.051216,1,0,0,15190.0,49042.0,64232.0,49042.0,64232.0,2838.0,10771.0
72,Catawba College,North-Carolina,42500.0,58.0,11.0,2017,43754.5,20027.350938,0,0,0,10488.0,30520.0,41008.0,30520.0,41008.0,368.0,1300.0
73,Centenary College of Louisiana,Louisiana,47000.0,37.0,26.0,2017,51550.0,24329.650002,0,0,0,13400.0,36580.0,49980.0,36580.0,49980.0,173.0,619.0
74,Central Baptist College,Arkansas,36900.0,53.8780487804878,3.0,2017,25801.0,17591.715506,0,0,0,7500.0,16200.0,23700.0,16200.0,23700.0,235.0,858.0
75,Central Christian College of Kansas,Kansas,37100.0,53.8780487804878,2.0,2017,28520.0,13597.464645999999,0,0,0,8286.0,26674.0,34960.0,26674.0,34960.0,369.0,1165.0
76,Central College,Iowa,49000.0,55.0,36.0,2017,50547.0,21079.087056,0,0,0,10280.0,37295.0,47575.0,37295.0,47575.0,106.0,1411.0
77,Central Connecticut State University,Connecticut,53100.0,45.0,15.0,2017,25215.0,17203.6,0,1,0,12176.0,10616.0,22792.0,21856.0,34032.0,3337.0,12037.0
78,Central Michigan University,Michigan,47700.0,46.0,13.0,2017,22905.0,14983.810402,0,1,0,10076.0,12960.0,23036.0,12960.0,23036.0,5043.0,26879.0
79,Central Washington University,Washington,52700.0,47.0,13.0,2017,22601.0,14775.037519399999,0,1,0,11115.0,8072.0,19187.0,23053.0,34168.0,3239.0,11799.0
80,Centre College,Kentucky,49500.0,52.0,22.0,2017,52895.0,20920.080712000003,0,0,0,10480.0,41700.0,52180.0,41700.0,52180.0,186.0,1387.0
81,Chadron State College,Nebraska,42300.0,66.0,3.0,2017,20668.0,14692.811064,0,1,0,7380.0,7196.0,14576.0,7196.0,14576.0,451.0,3033.0
82,Chaminade University of Honolulu,Hawaii,45400.0,55.0,3.0,2017,41345.5,21459.051288,0,0,0,13630.0,25374.0,39004.0,25374.0,39004.0,1758.0,2756.0
83,Champlain College,Vermont,51100.0,39.0,14.0,2017,55999.0,33936.47496,1,0,0,15354.0,41010.0,56364.0,41010.0,56364.0,508.0,3585.0
84,Charleston Southern University,South-Carolina,42800.0,65.0,9.0,2017,39290.0,18059.395766,0,0,0,10200.0,25500.0,35700.0,25500.0,35700.0,1164.0,3367.0
85,Charter Oak State College,Connecticut,49200.0,68.0,2.0,2017,15913.0,0.0,0,1,0,10984.052459016393,10161.0,10161.0,13101.0,13101.0,641.0,1929.0
86,Christian Brothers University,Tennessee,51500.0,60.0,14.0,2017,44430.0,10359.88178,0,0,0,7400.0,32820.0,40220.0,32820.0,40220.0,750.0,1667.0
87,Christopher Newport University,Virginia,50800.0,55.0,25.0,2017,30270.0,21987.104188,0,1,0,11460.0,14754.0,26214.0,27220.0,38680.0,1068.0,5221.0
88,Claremont McKenna College,California,68500.0,43.0,16.0,2017,71651.5,21360.642934,0,0,0,16705.0,54405.0,71110.0,54405.0,71110.0,453.0,1324.0
89,Clark Atlanta University,Georgia,46300.0,54.0,15.0,2017,37382.0,35141.911294000005,1,0,0,9524.0,23436.0,32960.0,23436.0,32960.0,2972.0,3485.0
90,Clark College,Washington,43500.0,53.8780487804878,9.0,2017,18163.0,9895.2479248,0,1,1,10984.052459016393,4287.0,4287.0,9718.0,9718.0,2532.0,10911.0
91,Clark University,Massachusetts,52600.0,47.0,14.0,2017,55060.0,25509.17327,0,0,0,9170.0,45730.0,54900.0,45730.0,54900.0,533.0,3423.0
92,Clarke University,Iowa,44900.0,52.0,6.0,2017,45900.0,24460.883596,0,0,0,9600.0,33350.0,42950.0,33350.0,42950.0,103.0,1200.0
93,Clarkson College,Nebraska,50900.0,74.0,0.0,2017,30160.0,21996.194918,0,0,0,5398.0,16920.0,22318.0,16920.0,22318.0,146.0,1221.0
94,Clarkson University,New-York,66400.0,58.0,58.0,2017,64253.0,27564.027312000002,1,0,0,14908.0,49444.0,64352.0,49444.0,64352.0,453.0,3873.0
95,Cleary University,Michigan,47400.0,50.0,0.0,2017,31124.0,21851.624109999997,0,0,0,9600.0,20250.0,29850.0,20250.0,29850.0,67.0,537.0
96,Clemson University,South-Carolina,57500.0,50.0,39.0,2017,29574.0,17586.118943999998,0,1,0,10832.0,14970.0,25802.0,36724.0,47556.0,2849.0,21857.0
97,Cleveland State University,Ohio,48300.0,51.0,20.0,2017,26774.0,17755.692542,0,1,0,13560.0,10625.0,24185.0,14992.0,28552.0,4641.0,16936.0
98,Coastal Carolina University,South-Carolina,44700.0,48.0,14.0,2017,25093.0,17482.71892,0,1,0,9190.0,11536.0,20726.0,26648.0,35838.0,2787.0,9976.0
99,Coe College,Iowa,47200.0,41.0,24.0,2017,55240.0,20527.303796,0,0,0,9480.0,45000.0,54480.0,45000.0,54480.0,262.0,1436.0
100,Colby College,Maine,59200.0,50.0,25.0,2017,64182.0,15539.0991794,0,0,0,14190.0,55210.0,69400.0,55210.0,69400.0,373.0,1847.0
101,Colby-Sawyer College,New-Hampshire,46400.0,43.0,7.0,2017,56081.0,26593.97075,1,0,0,14264.0,42398.0,56662.0,42398.0,56662.0,161.0,1369.0
102,Colgate University,New-York,68400.0,41.0,26.0,2017,69860.0,18836.3489974,0,0,0,13995.0,55870.0,69865.0,55870.0,69865.0,572.0,2888.0
103,College for Creative Studies,Michigan,51200.0,40.0,0.0,2017,57810.0,36529.04741,1,0,0,8800.0,44110.0,52910.0,44110.0,52910.0,306.0,1459.0
104,College of Charleston,South-Carolina,47300.0,44.0,20.0,2017,29153.5,19718.949358,0,1,0,12166.0,12738.0,24904.0,31920.0,44086.0,1917.0,11456.0
105,College of Saint Mary,Nebraska,43900.0,45.0,9.0,2017,32303.0,14826.919632,0,0,0,7700.0,20350.0,28050.0,20350.0,28050.0,213.0,1018.0
106,College of the Holy Cross,Massachusetts,61800.0,46.0,24.0,2017,66220.0,24086.44614,0,0,0,14520.0,52770.0,67290.0,52770.0,67290.0,651.0,2787.0
107,Colorado Christian University,Colorado,46800.0,70.0,2.0,2017,42683.0,24288.015166,0,0,0,11846.0,31866.0,43712.0,31866.0,43712.0,1450.0,5787.0
108,Colorado College,Colorado,53100.0,48.0,23.0,2017,68616.0,22213.1899514,0,0,0,12512.0,55470.0,67982.0,55470.0,67982.0,508.0,2067.0
109,Colorado Mesa University,Colorado,47800.0,55.0,7.0,2017,22290.5,14820.454791999999,0,1,0,10925.0,9243.0,20168.0,22440.0,33365.0,2169.0,9116.0
110,Colorado School of Mines,Colorado,75600.0,60.0,93.0,2017,32608.0,22996.437546,0,1,0,13169.0,18964.0,32133.0,38584.0,51753.0,960.0,5962.0
111,Columbia International University,South-Carolina,36600.0,62.0,0.0,2017,35095.0,19122.836706000002,0,0,0,8150.0,23690.0,31840.0,23690.0,31840.0,283.0,1103.0
112,Columbus State University,Georgia,43300.0,59.0,10.0,2017,21099.0,13250.096542,0,1,0,9880.0,7200.0,17080.0,20682.0,30562.0,3764.0,8192.0
113,Connecticut College,Connecticut,57500.0,36.0,30.0,2017,66417.5,25974.912954,0,0,0,15150.0,54820.0,69970.0,54820.0,69970.0,344.0,1900.0
114,Converse College,South-Carolina,39000.0,60.0,8.0,2017,34965.0,22574.668375999998,0,0,0,10930.0,18690.0,29620.0,18690.0,29620.0,198.0,1389.0
115,Corban University,Oregon,42500.0,63.0,1.0,2017,44650.0,24209.780286,0,0,0,10228.0,33040.0,43268.0,33040.0,43268.0,165.0,1125.0
116,Cornell College,Iowa,49600.0,47.0,22.0,2017,55954.0,24269.144905999998,0,0,0,9384.0,42299.0,51683.0,42299.0,51683.0,274.0,1086.0
117,Cornell University,New-York,70100.0,45.0,43.0,2017,70306.0,23305.681336,0,0,0,14816.0,55188.0,70004.0,55188.0,70004.0,7023.0,21679.0
118,Cornish College of the Arts,Washington,49000.0,39.0,0.0,2017,56869.0,36665.94754,1,0,0,12400.0,41642.0,54042.0,41642.0,54042.0,219.0,767.0
119,Covenant College,Georgia,44400.0,62.0,19.0,2017,43255.0,20965.407784,0,0,0,10260.0,34330.0,44590.0,34330.0,44590.0,117.0,1173.0
120,Creighton University,Nebraska,53500.0,56.0,9.0,2017,53452.0,29163.622524,1,0,0,11036.0,39916.0,50952.0,39916.0,50952.0,1864.0,8236.0
121,Cumberland University,Tennessee,45500.0,61.0,3.0,2017,36850.0,22640.253676,0,0,0,9290.0,22890.0,32180.0,22890.0,32180.0,237.0,1481.0
122,Dakota State University,South-Dakota,48400.0,49.0,53.0,2017,21889.5,17279.17711,0,1,0,6873.0,9276.0,16149.0,12249.0,19122.0,426.0,3047.0
123,Dakota Wesleyan University,South-Dakota,41800.0,52.0,10.0,2017,37485.0,19439.510026,0,0,0,7350.0,27300.0,34650.0,27300.0,34650.0,67.0,870.0
124,Dartmouth College,New-Hampshire,71500.0,44.0,35.0,2017,71827.0,19635.649521,0,0,0,15756.0,55453.0,71209.0,55453.0,71209.0,1916.0,6298.0
125,Davidson College,North-Carolina,57300.0,50.0,28.0,2017,66678.0,17009.908409000003,0,0,0,14372.0,51447.0,65819.0,51447.0,65819.0,415.0,1770.0
126,DePaul University,Illinois,55700.0,43.0,15.0,2017,56275.0,30606.509976,1,0,0,14235.0,39975.0,54210.0,39975.0,54210.0,8139.0,23799.0
127,DePauw University,Indiana,56600.0,47.0,24.0,2017,61252.5,21480.021372,0,0,0,13020.0,49704.0,62724.0,49704.0,62724.0,427.0,2215.0
128,Delaware State University,Delaware,46300.0,62.0,10.0,2017,25762.0,14853.618460000002,0,1,0,12190.0,7868.0,20058.0,16904.0,29094.0,3366.0,4397.0
129,Delta State University,Mississippi,40800.0,63.0,5.0,2017,19977.0,13899.691206,0,1,0,7722.0,7246.0,14968.0,7246.0,14968.0,1426.0,3614.0
130,Denison University,Ohio,54400.0,45.0,22.0,2017,64970.0,22268.048122,0,0,0,12710.0,51960.0,64670.0,51960.0,64670.0,554.0,2278.0
131,Dickinson College,Pennsylvania,55800.0,46.0,25.0,2017,69071.0,21341.37614,0,0,0,13698.0,54661.0,68359.0,54661.0,68359.0,376.0,2364.0
132,Dickinson State University,North-Dakota,46400.0,55.0,8.0,2017,17978.0,11832.598549600001,0,1,0,6898.0,6765.0,13663.0,9544.0,16442.0,191.0,1479.0
133,Dillard University,Louisiana,44700.0,74.0,20.0,2017,33152.0,19171.543368000002,0,0,0,10100.0,18099.0,28199.0,18099.0,28199.0,1123.0,1200.0
134,Dordt College,Iowa,51000.0,57.0,17.0,2017,44795.0,24012.08753,0,0,0,9590.0,30870.0,40460.0,30870.0,40460.0,153.0,1459.0
135,Drake University,Iowa,52800.0,49.0,7.0,2017,54020.0,27392.916157999996,1,0,0,10528.0,41396.0,51924.0,41396.0,51924.0,613.0,5062.0
136,Drew University,New-Jersey,52800.0,37.0,16.0,2017,67766.0,24531.658228,0,0,0,14108.0,39500.0,53608.0,39500.0,53608.0,616.0,2113.0
137,Drexel University,Pennsylvania,61700.0,47.0,28.0,2017,68792.0,33687.888164,1,0,0,14079.0,53279.0,67358.0,53279.0,67358.0,7401.0,26359.0
138,Drury University,Missouri,42600.0,60.0,12.0,2017,38578.0,19924.601968,0,0,0,8096.0,28365.0,36461.0,28365.0,36461.0,545.0,4215.0
139,Duke University,North-Carolina,71100.0,50.0,26.0,2017,71764.0,16916.08902242,0,0,0,15178.0,55695.0,70873.0,55695.0,70873.0,4676.0,15856.0
140,East Carolina University,North-Carolina,48400.0,55.0,11.0,2017,22000.0,16269.520838,0,1,0,9606.0,7188.0,16794.0,23465.0,33071.0,7634.0,27511.0
141,East Tennessee State University,Tennessee,43700.0,57.0,8.0,2017,21306.0,14255.812018,0,1,0,8472.0,9277.0,17749.0,28459.0,36931.0,1770.0,14434.0
142,Eastern Connecticut State University,Connecticut,49200.0,43.0,14.0,2017,25346.0,18418.581984,0,1,0,13560.0,11356.0,24916.0,22596.0,36156.0,1138.0,5287.0
143,Eastern Kentucky University,Kentucky,45600.0,56.0,5.0,2017,23994.0,12981.525583999999,0,1,0,9018.0,9296.0,18314.0,19074.0,28092.0,1867.0,16305.0
144,Eastern Michigan University,Michigan,47300.0,50.0,6.0,2017,24436.0,15434.40353,0,1,0,9854.0,13959.0,23813.0,13959.0,23813.0,6225.0,22401.0
145,Eastern Oregon University,Oregon,44000.0,56.0,5.0,2017,22142.0,15767.934041999999,0,1,0,10040.0,8679.0,18719.0,20739.0,30779.0,571.0,3653.0
146,Eastern Washington University,Washington,49500.0,52.0,17.0,2017,22142.0,13433.135809200001,0,1,0,12793.0,7323.0,20116.0,24444.0,37237.0,3407.0,13453.0
147,Eckerd College,Florida,49200.0,52.0,25.0,2017,59200.0,31285.836046,1,0,0,12588.0,44540.0,57128.0,44540.0,57128.0,370.0,2083.0
148,Edgewood College,Wisconsin,49500.0,54.0,5.0,2017,42375.0,24001.386705999998,0,0,0,11020.0,29500.0,40520.0,29500.0,40520.0,388.0,2980.0
149,Elon University,North-Carolina,53600.0,43.0,7.0,2017,49642.0,29209.50596,1,0,0,12230.0,35319.0,47549.0,35319.0,47549.0,995.0,6483.0
150,Emory University,Georgia,62000.0,44.0,20.0,2017,66950.0,23257.409496,0,0,0,14456.0,51306.0,65762.0,51306.0,65762.0,5001.0,14769.0
151,Emporia State University,Kansas,43500.0,60.0,9.0,2017,19439.0,14377.979118,0,1,0,8912.0,6758.0,15670.0,20675.0,29587.0,985.0,6114.0
152,Erskine College,South-Carolina,43500.0,57.0,28.0,2017,50985.0,33465.0,1,0,0,10900.0,34560.0,45460.0,34560.0,45460.0,156.0,753.0
153,Fairfield University,Connecticut,62300.0,41.0,17.0,2017,64325.0,31988.00024,1,0,0,14710.0,48350.0,63060.0,48350.0,63060.0,677.0,5123.0
154,Fairmont State University,West-Virginia,42900.0,53.0,7.0,2017,19606.0,10757.145749599998,0,1,0,9004.0,7514.0,16518.0,16324.0,25328.0,422.0,4035.0
155,Faulkner University,Alabama,39400.0,61.0,2.0,2017,34920.0,23833.575657999998,0,0,0,7750.0,21690.0,29440.0,21690.0,29440.0,1674.0,3335.0
156,Felician University,New-Jersey,53200.0,51.0,10.0,2017,50180.0,20636.511022,0,0,0,12880.0,34315.0,47195.0,34315.0,47195.0,1035.0,1953.0
157,Ferris State University,Michigan,50000.0,50.0,8.0,2017,22749.0,13797.5251052,0,1,0,9894.0,12630.0,22524.0,12630.0,22524.0,2304.0,14600.0
158,Ferrum College,Virginia,43000.0,54.0,6.0,2017,46985.0,25616.949296,0,0,0,11500.0,34175.0,45675.0,34175.0,45675.0,599.0,1451.0
159,Fisk University,Tennessee,45300.0,53.0,39.0,2017,37070.0,26265.850550000003,0,0,0,10790.0,21480.0,32270.0,21480.0,32270.0,690.0,772.0
160,Florida Atlantic University,Florida,49400.0,51.0,15.0,2017,23690.0,12309.0428418,0,1,0,11896.0,6039.0,17935.0,21595.0,33491.0,15268.0,30297.0
161,Florida Institute of Technology,Florida,58300.0,53.0,48.0,2017,59650.0,31258.909983999998,1,0,0,12880.0,41850.0,54730.0,41850.0,54730.0,1208.0,6393.0
162,Florida International University,Florida,49600.0,51.0,16.0,2017,24719.0,13245.613882,0,1,0,10882.0,6558.0,17440.0,18956.0,29838.0,39763.0,49610.0
163,Florida State University,Florida,50800.0,49.0,18.0,2017,21774.0,14463.7231116,0,1,0,10816.0,6516.0,17332.0,21683.0,32499.0,12238.0,41226.0
164,Fordham University,New-York,58700.0,38.0,10.0,2017,69463.5,32671.908543999998,1,0,0,17969.0,52687.0,70656.0,52687.0,70656.0,4455.0,15231.0
165,Fort Hays State University,Kansas,45100.0,64.0,6.0,2017,17831.0,12612.0465456,0,1,0,8300.0,5133.0,13433.0,15201.0,23501.0,1873.0,13825.0
166,Fort Lewis College,Colorado,48300.0,55.0,19.0,2017,25650.0,18277.332556,0,1,0,9878.0,9040.0,18918.0,19696.0,29574.0,1565.0,3791.0
167,Francis Marion University,South-Carolina,42900.0,58.0,18.0,2017,23242.0,14235.481733600001,0,1,0,7948.0,11160.0,19108.0,21544.0,29492.0,1932.0,3944.0
168,Franklin Pierce University,New-Hampshire,47800.0,52.0,3.0,2017,51827.0,24872.99537,0,0,0,13345.0,36900.0,50245.0,36900.0,50245.0,233.0,2275.0
169,Freed-Hardeman University,Tennessee,43700.0,54.0,9.0,2017,32850.0,17225.993914,0,0,0,8260.0,21950.0,30210.0,21950.0,30210.0,310.0,1867.0
170,Friends University,Kansas,44700.0,59.0,14.0,2017,40805.0,23792.760138,0,0,0,7972.0,28415.0,36387.0,28415.0,36387.0,473.0,1882.0
171,Frostburg State University,Maryland,49600.0,48.0,19.0,2017,20831.0,15475.151876599999,0,1,0,10202.0,9172.0,19374.0,22892.0,33094.0,2043.0,5645.0
172,George Fox University,Oregon,51200.0,52.0,8.0,2017,48902.0,27584.869296,1,0,0,11250.0,36020.0,47270.0,36020.0,47270.0,679.0,3786.0
173,George Mason University,Virginia,58900.0,48.0,23.0,2017,29995.0,20200.55802,0,1,0,11460.0,12462.0,23922.0,35922.0,47382.0,12977.0,33729.0
174,Georgetown College,Kentucky,45000.0,54.0,10.0,2017,50261.5,20809.068998,0,0,0,9780.0,38650.0,48430.0,38650.0,48430.0,191.0,1262.0
175,Georgia Southern University,Georgia,49000.0,49.0,17.0,2017,22860.0,16527.958476,0,1,0,10070.0,7422.0,17492.0,20904.0,30974.0,7258.0,20517.0
176,Georgia State University,Georgia,50600.0,47.0,18.0,2017,25538.0,15844.838526000001,0,1,0,11378.0,10858.0,22236.0,29432.0,40810.0,19336.0,32556.0
177,Gettysburg College,Pennsylvania,58400.0,39.0,24.0,2017,66710.0,23781.029024,0,0,0,13010.0,54480.0,67490.0,54480.0,67490.0,316.0,2447.0
178,Glenville State College,West-Virginia,37400.0,60.0,3.0,2017,23182.0,18847.050538,0,1,0,10984.052459016393,7327.0,7327.0,16565.0,16565.0,276.0,1802.0
179,Goddard College,Vermont,42700.0,53.8780487804878,0.0,2017,34300.0,9401.897458000001,0,0,0,1698.0,16586.0,18284.0,16586.0,18284.0,66.0,538.0
180,Goldey-Beacom College,Delaware,49800.0,42.0,25.0,2017,38081.0,14778.72849,0,0,0,6400.0,24300.0,30700.0,24300.0,30700.0,328.0,2012.0
181,Gonzaga University,Washington,57800.0,51.0,19.0,2017,57350.0,30700.032543999998,1,0,0,11944.0,43210.0,55154.0,43210.0,55154.0,1360.0,7352.0
182,Goucher College,Maryland,49400.0,42.0,11.0,2017,57825.0,24431.140802,0,0,0,14506.0,44300.0,58806.0,44300.0,58806.0,478.0,2120.0
183,Grambling State University,Louisiana,43100.0,66.0,10.0,2017,26388.5,20989.878252000002,0,1,0,7192.0,7435.0,14627.0,16458.0,23650.0,4210.0,4504.0
184,Granite State College,New-Hampshire,43500.0,67.0,3.0,2017,21057.0,15830.447552000001,0,1,0,10984.052459016393,9645.0,9645.0,10875.0,10875.0,146.0,2209.0
185,Green Mountain College,Vermont,42000.0,57.0,2.0,2017,49274.0,22404.8,0,0,0,11722.0,37002.0,48724.0,37002.0,48724.0,86.0,833.0
186,Grinnell College,Iowa,53400.0,49.0,41.0,2017,66214.0,20060.4418728,0,0,0,12810.0,52392.0,65202.0,52392.0,65202.0,439.0,1734.0
187,Gustavus Adolphus College,Minnesota,51200.0,47.0,22.0,2017,55800.0,18654.347086,0,0,0,9910.0,45400.0,55310.0,45400.0,55310.0,313.0,2457.0
188,Hamline University,Minnesota,48100.0,52.0,5.0,2017,52178.0,20774.770162,0,0,0,10358.0,41298.0,51656.0,41298.0,51656.0,711.0,4469.0
189,Hampden-Sydney College,Virginia,58300.0,52.0,20.0,2017,59354.0,29326.883204,1,0,0,13558.0,45746.0,59304.0,45746.0,59304.0,193.0,1105.0
190,Hampton University,Virginia,52700.0,61.0,12.0,2017,41942.5,22652.492952,0,0,0,11778.0,26702.0,38480.0,26702.0,38480.0,4049.0,4393.0
191,Hanover College,Indiana,47500.0,53.0,24.0,2017,50450.0,21173.082707999998,0,0,0,11580.0,37670.0,49250.0,37670.0,49250.0,125.0,1145.0
192,Harding University,Arkansas,49200.0,47.0,10.0,2017,29975.0,18747.267194,0,0,0,7044.0,20135.0,27179.0,20135.0,27179.0,681.0,6059.0
193,Harvey Mudd College,California,88800.0,55.0,85.0,2017,74428.0,23188.311082,0,0,0,18127.0,56876.0,75003.0,56876.0,75003.0,314.0,804.0
194,Hastings College,Nebraska,48600.0,55.0,14.0,2017,43201.5,21601.588821999998,0,0,0,9700.0,30050.0,39750.0,30050.0,39750.0,167.0,1212.0
195,Haverford College,Pennsylvania,59300.0,47.0,36.0,2017,71614.0,21169.720546,0,0,0,16402.0,54592.0,70994.0,54592.0,70994.0,345.0,1194.0
196,Hawaii Pacific University,Hawaii,52200.0,56.0,15.0,2017,44000.0,29636.100426,1,0,0,14800.0,25980.0,40780.0,25980.0,40780.0,3169.0,5827.0
197,Henderson State University,Arkansas,42900.0,57.0,5.0,2017,21930.0,12588.40216,0,1,0,7504.0,8436.0,15940.0,10086.0,17590.0,1175.0,3627.0
198,Hendrix College,Arkansas,48100.0,58.0,33.0,2017,58688.0,20868.367022,0,0,0,12284.0,45790.0,58074.0,45790.0,58074.0,239.0,1358.0
199,High Point University,North-Carolina,48600.0,50.0,8.0,2017,50305.0,37663.358316000005,1,0,0,14130.0,35118.0,49248.0,35118.0,49248.0,668.0,4399.0
200,Hofstra University,New-York,57300.0,38.0,7.0,2017,64277.0,32379.936728,1,0,0,15948.0,46760.0,62708.0,46760.0,62708.0,3363.0,10953.0
201,Holy Cross College,Indiana,48100.0,53.8780487804878,0.0,2017,43081.0,22633.624392,0,0,0,11500.0,30820.0,42320.0,30820.0,42320.0,134.0,520.0
202,Hood College,Maryland,47900.0,49.0,32.0,2017,54335.0,24275.17828,0,0,0,12700.0,39492.0,52192.0,39492.0,52192.0,545.0,2365.0
203,Hope College,Michigan,49200.0,51.0,18.0,2017,42030.0,22915.062682,0,0,0,10310.0,34010.0,44320.0,34010.0,44320.0,467.0,3455.0
204,Huntingdon College,Alabama,42400.0,69.0,14.0,2017,36235.0,20436.861598,0,0,0,9750.0,27400.0,37150.0,27400.0,37150.0,313.0,1160.0
205,Husson University,Maine,43300.0,52.0,1.0,2017,30610.0,19597.170564,0,0,0,9830.0,18180.0,28010.0,18180.0,28010.0,328.0,3415.0
206,Idaho State University,Idaho,50800.0,64.0,12.0,2017,21739.0,17793.057924,0,1,0,7207.0,7420.0,14627.0,22940.0,30147.0,1937.0,13429.0
207,Illinois Institute of Technology,Illinois,64600.0,47.0,64.0,2017,63760.5,21819.210132,0,0,0,12762.0,47296.0,60058.0,47296.0,60058.0,1486.0,7898.0
208,Illinois State University,Illinois,51200.0,47.0,10.0,2017,29308.0,20910.505394,0,1,0,9850.0,14516.0,24366.0,26040.0,35890.0,4119.0,20615.0
209,Illinois Wesleyan University,Illinois,53100.0,44.0,18.0,2017,58830.0,25080.12514,0,0,0,10984.0,47636.0,58620.0,47636.0,58620.0,346.0,1893.0
210,Indiana State University,Indiana,47900.0,55.0,8.0,2017,22402.0,14366.713284599999,0,1,0,10590.0,9090.0,19680.0,19836.0,30426.0,3191.0,13183.0
211,Iowa State University,Iowa,56100.0,48.0,31.0,2017,20606.0,13483.33004,0,1,0,8720.0,8988.0,17708.0,23392.0,32112.0,4065.0,34435.0
212,Jackson State University,Mississippi,41700.0,67.0,16.0,2017,21658.5,17119.613404,0,1,0,9552.0,8226.0,17778.0,19454.0,29006.0,8708.0,9508.0
213,Jacksonville State University,Alabama,43800.0,61.0,7.0,2017,21128.0,18231.9682,0,1,0,8100.0,10425.0,18525.0,20145.0,28245.0,2258.0,8659.0
214,Jacksonville University,Florida,50100.0,66.0,5.0,2017,54907.0,27595.119290000002,1,0,0,14080.0,36670.0,50750.0,36670.0,50750.0,1089.0,4085.0
215,James Madison University,Virginia,57400.0,42.0,12.0,2017,26122.0,18886.760712,0,1,0,10092.0,12016.0,22108.0,28416.0,38508.0,3574.0,20855.0
216,Jefferson College of Health Sciences,Virginia,55500.0,86.0,1.0,2017,44085.0,29544.834112,1,0,0,5870.0,26886.0,32756.0,26886.0,32756.0,165.0,1131.0
217,John Brown University,Arkansas,47000.0,53.0,9.0,2017,35564.0,22207.083332000002,0,0,0,9224.0,26928.0,36152.0,26928.0,36152.0,451.0,2850.0
218,John Carroll University,Ohio,51600.0,39.0,16.0,2017,55820.0,23786.133902,0,0,0,11874.0,41340.0,53214.0,41340.0,53214.0,437.0,3688.0
219,Johns Hopkins University,Maryland,67200.0,57.0,31.0,2017,67434.0,20703.8200166,0,0,0,15836.0,54240.0,70076.0,54240.0,70076.0,6588.0,21372.0
220,Kalamazoo College,Michigan,51600.0,52.0,31.0,2017,59267.0,21178.437158,0,0,0,9756.0,48516.0,58272.0,48516.0,58272.0,372.0,1461.0
221,Kansas State University,Kansas,52500.0,51.0,18.0,2017,23501.0,17508.701524,0,1,0,9680.0,10263.0,19943.0,25767.0,35447.0,3579.0,24766.0
222,Kansas Wesleyan University,Kansas,44700.0,61.0,10.0,2017,41162.0,26622.069254000002,1,0,0,9500.0,29500.0,39000.0,29500.0,39000.0,160.0,710.0
223,Kean University,New-Jersey,48200.0,51.0,10.0,2017,28495.0,20368.738126,0,1,0,14470.0,12348.0,26818.0,19383.0,33853.0,7358.0,14359.0
224,Keene State College,New-Hampshire,48900.0,49.0,8.0,2017,26340.0,18947.964442,0,1,0,11026.0,14212.0,25238.0,23176.0,34202.0,373.0,4957.0
225,Kennesaw State University,Georgia,52500.0,46.0,22.0,2017,25773.0,18271.6,0,1,0,11467.0,7432.0,18899.0,21158.0,32625.0,8685.0,25714.0
